Collection,Tree,,,,,,hddd.dddd,,ddd mm ss,,,,,,,,,,,,,,,,,,,,,,
ID,Sub-IDs,Total # samples,Tag #,Species,Date,Notes,Latitude,Longitude,Latitude,Longitude,Datum,State,Location,Altitude (m),Geology,Soil,Aspect,Collector,Abundance,Buds,Flowers,Fruit,Photos,Associated species,Associated species,Associated species,Associated species,Associated species,Associated species,Associated species,Associated species
J340 - Recollect,A-D,5,025,Eucalyptus melliodora,2016-11-28,Recollected but originals already in herbarium,-29.45577,151.55405,"-29°27'20.7720""","151°33'14.5800""",WGS84,NSW,"Emmaville, Strathbogie Rd",874,Granite,clay-loam,S,"J.Janes, T.Collins",Common,Present,Present,Present,J340,Roadside,Eucalyptus moluccana,Acacia leptocarpa,,,,,
J357 - Recollect,A-E,6,042,Eucalyptus melliodora,2016-12-02,Recollected but originals already in herbarium,-36.01900,146.29446,"-36°01'08.4000""","146°17'40.0560""",WGS84,NSW,"Collendina State Forest, Spring Dr.",140,Granite,red sand,W,"J.Janes, T.Collins",Common,Present,Present,Present,J357,E. microcarpa,grassland,red gum,Stipa platychaeta,,,,
J346 - Recollect,A-C,4,031,Eucalyptus melliodora,2016-12-01,Recollected but originals already in herbarium,-35.06954,148.83661,"-35°04'10.3440""","148°50'11.7960""",WGS84,NSW,"Mullion, Mountain Creek Rd.",498,Sandstone/Limestone,Rocky shale,NE,"J.Janes, T.Collins",Common,Present,Present,Present,J346,E. albens,,,,,,,
J300 Area - Recollect,A-E,5,,Eucalyptus sideroxylon,2016-11-28,Recollected but originals already in herbarium,-29.80812,150.91918,"-29°48'29.2320""","150°55'09.0480""",WGS84,NSW,"Gum Flat, Copeton Dam Rd",653,Sandstone,Sand,SW,"J.Janes, T.Collins",Common,,Present,Present,J300,Austrodanthonia sp,Aotus ericoides,Acacia hakeoides,Exocarpus cupressiformis,,,,
J298 - Recollect,,1,,Eucalyptus sideroxylon,2016-11-28,Recollected but originals already in herbarium,-30.15277,151.07437,"-30°09'09.9720""","151°04'27.7320""",WGS84,NSW,"Bundarra, Thunderbolts Way",672,Granite,Sand ,,"J.Janes, T.Collins",Rare,Present,Present,,J298,Grasses,,,,,,,
J437,,1,123,Eucalyptus sideroxylon x melliodora (?),2016-11-28,Apparently missing from herbarium,-30.27552,151.18698,"-30°16'31.87""","151°11'13.13""",WGS84,NSW,"Bundarra, Thunderbolts Way",711,Granite,sand,SW,"J.Janes, T.Collins",Rare,Present,,Present,J437,E. melliodora,,,,,,,
J438,,1,124,Eucalyptus sideroxylon x melliodora (?),2016-11-28,Apparently missing from herbarium,-30.27563,151.18764,"-30°16'32.27""","151°11'15.50""",WGS84,NSW,"Bundarra, Thunderbolts Way",,Granite,sand,SW,"J.Janes, T.Collins",Rare,,,Present,,E. melliodora,,,,,,,
J332 - Recollect,A-E,6,018,Eucalyptus sp (microcarpa?),2016-12-09,Recollected but originals already in herbarium,-28.29549,151.48801,"-28°17'43.7640""","151°29'16.8360""",WGS84,QLD,"Gore, Cunningham Hwy",510,granite/sandstone,sand-clay,SW,"J.Janes, T.Collins",Common,,,Present,J332,Acacia clivicola,Acacia hakeoides,Dodonea cuneata,Callitris columellaris,Eucalyptus crebra,,,
J326 - Recollect,A-E,6,013,Eucalyptus moluccana,2016-12-09,Recollected but originals already in herbarium,-28.21744,152.84309,"-28°13'02.7840""","152°50'35.1240""",WGS84,QLD,"Rathdowney, Boonah Rathdowney Rd",103,Mudstone,clay-loam,,"J.Janes, T.Collins",Common,,Present,Present,J326,Acacia verniciflua,Roadside,,,,,,
M1a,,,,Eucalyptus melliodora,,No vouchers for these samples,,,32°45’10”S,148°39’20”E,,NSW,Yeoval,,,,,,,,,,,,,,,,,,
M1b,,,,Eucalyptus melliodora,,No vouchers for these samples,,,32°45’10”S,148°39’20”E,,NSW,Yeoval,,,,,,,,,,,,,,,,,,
M1c,,,,Eucalyptus melliodora,,,,,32°45’10”S,148°39’20”E,,NSW,Yeoval,,,,,,,,,,,,,,,,,,
