"sample.id","site.id","other.ids","total.num.samples","tag.num","species","species.notes","date","notes","latitude","longitude","datum","state","location","altitude","geology","soil","aspect","collector","abundance","buds","flowers","fruit","photos","associated.species","sp.short","ser.short","series"
"FDK01","FDK01","MEL2375684A",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-31","Voucher with Rebecca Jordan",-36.32987,145.70606,"","VIC","Dookie (private property)",NA,"","","","W.A.Gebert","","","","","",";;;;;;;;","mic","bux","buxeales"
"FDK10","FDK10","MEL2375685A",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-31","Voucher with Rebecca Jordan",-36.33119,145.70688,"","VIC","Dookie (private property)",NA,"","","","W.A.Gebert","","","","","",";;;;;;;;","mic","bux","buxeales"
"FDK20","FDK20","MEL2375686A",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-31","Voucher with Rebecca Jordan",-36.33002,145.70534,"","VIC","Dookie (private property)",NA,"","","","W.A.Gebert","","","","","",";;;;;;;;","mic","bux","buxeales"
"FHH02","FHH02","",1,NA,"microcarpa","Eucalyptus microcarpa","2013-12-04","Voucher with Rebecca Jordan",-36.80271,144.00268,"","VIC","Marong (private property)",NA,"","","","R.Jordan","","","","","",";;;;;;;;","mic","bux","buxeales"
"NE37169","NE37169","",1,NA,"odorata","Eucalyptus odorata ","1960-06-11","Already in herbarium",-32.7833333333333,138.066666666667,"","SA","Alligator Creek",NA,"","","","DE.Symon","","","","","",";;;;;;;;","odo","bux","buxeales"
"NE37647","NE37647","",1,NA,"woollsiana","Eucalpyptus woollsiana","1978-09-11","Already in herbarium",-30.4,149.183333333333,"","NSW","Narrabri",NA,"","","","JB.Williams","","","","","",";;;;;;;;",NA,NA,NA
"NE4583","NE4583","",1,NA,"woollsiana","Eucalpyptus woollsiana","1958-10-01","Already in herbarium",-31.6666666666667,148.5,"","NSW","Gilgandra",NA,"","","","RT.Baker","","","","","",";;;;;;;;",NA,NA,NA
"NE67754","NE67754","",1,NA,"odorata","Eucalyptus odorata ","1994-08-27","Already in herbarium",-34.6666666666667,138.8,"","SA","Sandland Road",NA,"","","","RJ.Bates","","","","","",";;;;;;;;","odo","bux","buxeales"
"NE90535","NE90535","",1,NA,"woollsiana","Eucalpyptus woollsiana","2006-10-25","Already in herbarium",-28.2475,151.176111111111,"","QLD","Inglewood",NA,"","","","PI.Forster","","","","","",";;;;;;;;",NA,NA,NA
"RA1006","RA1006","",1,NA,"albens","Eucalyptus albens","","Voucher with Rose Andrew",NA,NA,"","","Bundarra Rd",NA,"","","","","","","","","",";;;;;;;;","alb","bux","buxeales"
"RA1007","RA1007","",1,NA,"albens","Eucalyptus albens","","Voucher with Rose Andrew",NA,NA,"","","Bundarra Rd",NA,"","","","","","","","","",";;;;;;;;","alb","bux","buxeales"
"TLC715","TLC715","",NA,NA,"conica","Eucalyptus conica","","Voucher with Tim Collins",-28.68758,151.96238,"","QLD","Storm King",NA,"","","","T.Collins","","","","","",";;;;;;;;","con","hetero","heterophloiae"
"TLC720","TLC720","",NA,NA,"conica","Eucalyptus conica","","Voucher with Tim Collins",-29.06569,151.98833,"","NSW","Tenterfield ",NA,"","","","T.Collins","","","","","",";;;;;;;;","con","hetero","heterophloiae"
"TLC725","TLC725","",NA,NA,"conica","Eucalyptus conica","","Voucher with Tim Collins",-29.60563,151.86797,"","NSW","Dundee",NA,"","","","T.Collins","","","","","",";;;;;;;;","con","hetero","heterophloiae"
"TLC726","TLC726","",NA,NA,"conica","Eucalyptus conica","","Voucher with Tim Collins",-30.28358,151.19619,"","NSW","Abington",NA,"","","","T.Collins","","","","","",";;;;;;;;","con","hetero","heterophloiae"
"TLC775","TLC775","",NA,NA,"conica","Eucalyptus conica","","Voucher with Tim Collins",-28.39502,151.31197,"","QLD","Inglewood ",NA,"","","","T.Collins","","","","","",";;;;;;;;","con","hetero","heterophloiae"
"VMA01","VMA01","MEL2375659A",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-28","Voucher with Rebecca Jordan",-36.77474,141.81787,"","VIC","Mt Arapiles State Park",NA,"","","","W.A.Gebert","","","","","",";;;;;;;;","mic","bux","buxeales"
"VMA18","VMA18","MEL2375667A",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-28","Voucher with Rebecca Jordan",-36.77474,141.82599,"","VIC","Mt Arapiles State Park",NA,"","","","W.A.Gebert","","","","","",";;;;;;;;","mic","bux","buxeales"
"VMA30","VMA30","MEL2375669A",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-28","Voucher with Rebecca Jordan",-36.77254,141.82553,"","VIC","Mt Arapiles State Park",NA,"","","","W.A.Gebert","","","","","",";;;;;;;;","mic","bux","buxeales"
"VWG14","VWG14","",1,NA,"microcarpa","Eucalyptus microcarpa","2013-12-03","Voucher with Rebecca Jordan",-37.67129,144.36256,"","VIC","Werribee Gorge State Park",NA,"","","","R.Jordan","","","","","",";;;;;;;;","mic","bux","buxeales"
