"ID","num_runs","SampleSet","Species","SpeciesNoHybrid","Series","SpeciesCode","Section","BinomialName","SpeciesNote","Location","LocationCode","TagNum","Date","Waypoint","Latitude","Longitude","Elevation","State","Notes","SeedYesNo","SeedNotes","AdditionalID","Project1","Project2","Oxley","Project1PlusOxley","reads","bases","gc_bases","non_acgt_bases"
"J401a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,NA,"2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,31208478,4240492745,1752457474,12065
"J401b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,NA,"2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27574799,3759544691,1544288518,10307
"J401c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,NA,"2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,32257359,4382780195,1808701341,12110
"J401d",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,NA,"2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,25062142,3420074925,1394749193,8014
"J401e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,NA,"2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,30773171,4179052706,1721996210,14143
"J401f",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,NA,"2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,33040291,4515062492,1862290284,11532
"J401g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,NA,"2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,29876986,4070695597,1672291777,12353
"J401h",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,NA,"2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,32157156,4392478252,1795054255,12607
"J401i",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,NA,"2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,55580150,7298545203,2960879559,37936
"J402",4,"Jasmine","caleyi","caleyi","rhodoxylon","cal","Adnataria","Eucalyptus caleyi",NA,"Bundarra Rd, Copeton",NA,"089","2016-04-05",NA,-30.04322,150.94122,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",30982606,4078568490,1580758329,12619
"J403",4,"Jasmine","caleyi","caleyi","rhodoxylon","cal","Adnataria","Eucalyptus caleyi",NA,"Copeton Dam Rd",NA,"090","2016-04-05",NA,-29.92441,150.93559,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",40770551,5308170353,2125940480,15936
"J404",4,"Jasmine","caleyi","caleyi","rhodoxylon","cal","Adnataria","Eucalyptus caleyi",NA,"Copeton Dam Rd",NA,"091","2016-04-05",NA,-29.98952,150.85857,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",41539939,5468644956,2183787009,15541
"J405",5,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,"092","2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,93704261,12252811550,5034205572,43187
"J405a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,NA,"2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,32696101,4437317728,1828369464,15186
"J405b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,NA,"2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,24721886,3346339542,1383820643,12766
"J405c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,NA,"2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,21122757,2870033689,1174080093,10055
"J405d",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,NA,"2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,35439116,4827953501,1973011911,16085
"J405e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,NA,"2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,31975436,4370476913,1765505194,15956
"J405f",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,NA,"2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,24617572,3347935754,1375584434,12038
"J405g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,NA,"2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,19029578,2590574969,1034509762,9079
"J405h",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,NA,"2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,33561714,4545930811,1860230681,16377
"J405i",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Baldersleigh Rd",NA,NA,"2016-04-05",NA,-30.22862,151.23865,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,26720646,3629079310,1470236824,11946
"J406",5,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,"093","2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,63592178,8248069352,3322434923,30452
"J406a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,NA,"2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,13896760,1877566715,749180902,6747
"J406b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,NA,"2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,29938995,3953824669,1619353575,10415
"J406c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,NA,"2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,28310039,3821019953,1557530376,13660
"J406d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,NA,"2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27737375,3756763865,1526513278,11982
"J406e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,NA,"2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,11979988,1623279703,665757334,6163
"J406f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,NA,"2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,34838370,4751812864,1953115735,18415
"J406g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,NA,"2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,38112046,5196011861,2131952038,18857
"J406h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,NA,"2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,33766510,4534142663,1853293844,16139
"J406i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Baldersleigh Rd, The Basin",NA,NA,"2016-04-05",NA,-30.23707,151.252,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,34520256,4717674945,1909329231,17106
"J407",4,"Jasmine","fibrosa","fibrosa","siderophloiae","fib","Adnataria","Eucalyptus fibrosa",NA,"Nymboidea",NA,"094","2016-04-06",NA,-30.05045,152.63814,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",48194523,6360837128,2567564457,19716
"J408",4,"Jasmine","crebra","crebra","siderophloiae","cre","Adnataria","Eucalptus crebra",NA,"Nymboidea",NA,"095","2016-04-06",NA,-29.92432,152.75188,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",34050605,4439605231,1758222000,13683
"J411",4,"Jasmine","fibrosa","fibrosa","siderophloiae","fib","Adnataria","Eucalyptus fibrosa",NA,"Old Grafton Rd, Gibraltar",NA,"098","2016-04-07",NA,-29.69674,152.10576,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",40676423,5311065694,2136437379,16070
"J412",4,"Jasmine","moluccana","moluccana","buxeales","mol","Adnataria","Eucalyptus moluccana",NA,"Appleby Rd, Moonbi",NA,"101","2016-06-16",NA,-30.96459,150.84267,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",40968534,5267013481,2084739421,15433
"J413",5,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,"102","2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",93672355,12366429487,4955821194,47441
"J413a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,NA,"2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,18340949,2500282254,1005531015,7624
"J413b",1,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,NA,"2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,18726799,2397295547,982086763,11994
"J413c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,NA,"2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27597798,3795057059,1563250854,10621
"J413d",1,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,NA,"2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,43342119,5701421730,2296070275,29184
"J413e",1,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,NA,"2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,49873506,6484638602,2616695221,35294
"J413f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,NA,"2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,28526279,3871018168,1588163685,13486
"J413g",1,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,NA,"2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,46954052,6190764179,2506354835,30937
"J413h",1,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,NA,"2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,50347814,6611511919,2678180774,32025
"J413i",1,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Boggabri - private land",NA,NA,"2016-06-16",NA,-30.70737,150.09621,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,46631204,6124907691,2480213944,32045
"J414",4,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Narrabri",NA,"103","2016-06-16",NA,-30.49283,149.94203,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",70907991,9385920619,3797167935,30874
"J414a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Narrabri",NA,NA,"2016-06-16",NA,-30.49283,149.94203,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,17369655,2355342063,955614655,7417
"J414b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Narrabri",NA,NA,"2016-06-16",NA,-30.49283,149.94203,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27042140,3660884645,1481465848,12381
"J414c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Narrabri",NA,NA,"2016-06-16",NA,-30.49283,149.94203,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,36027515,4815267030,1970550607,15945
"J414d",1,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Narrabri",NA,NA,"2016-06-16",NA,-30.49283,149.94203,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,44743626,5862031989,2365666194,30836
"J416",4,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,"105","2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",57927140,7673772372,3087866166,24462
"J416a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,NA,"2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,28859903,3856110206,1603282655,13147
"J416b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,NA,"2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,15043476,2038610882,824710525,7138
"J416c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,NA,"2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,9745147,1319380529,529924173,4907
"J416d",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,NA,"2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,24150630,3174053985,1304831643,7645
"J416e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,NA,"2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,28953912,3974946705,1624049855,12042
"J416f",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,NA,"2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,23811733,3236571728,1334878293,11623
"J416g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,NA,"2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,26981274,3673633584,1506418678,11648
"J416h",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,NA,"2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27100418,3614208564,1494613733,10452
"J416i",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Weewaa",NA,NA,"2016-06-17",NA,-30.32322,149.26971,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27455599,3742192620,1547281284,13720
"J417",4,"Jasmine","crebra","crebra","siderophloiae","cre","Adnataria","Eucalyptus crebra",NA,"Weewaa",NA,"099","2016-06-17",NA,-30.32377,149.26567,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",44822179,5934569557,2395401974,16207
"J418",4,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,"106","2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",82940894,11014671813,4513830215,36258
"J418a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,NA,"2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,17920661,2356934614,961446813,7319
"J418b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,NA,"2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,35920438,4888255085,1994801990,16167
"J418c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,NA,"2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27769963,3789878651,1560295765,10508
"J418d",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,NA,"2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,50395842,6650439336,2708419483,30207
"J418e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,NA,"2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,17992092,2430883814,985786774,8292
"J418f",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,NA,"2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,47344109,6254527245,2548559888,31749
"J418g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,NA,"2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,25927701,3526741620,1457772402,12787
"J418h",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,NA,"2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,15602151,2104975281,858812467,7479
"J418i",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"The Pilliga",NA,NA,"2016-06-17",NA,-31.05012,149.23013,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,26281749,3571494814,1472821290,13048
"J419",4,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,"100","2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",57566952,7691724137,3084941213,24614
"J419a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,29831642,4066398955,1668764284,16583
"J419b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,36083912,4917420574,2014963967,18593
"J419c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,28205958,3750999947,1526102340,11231
"J419d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,29098872,3987122123,1624309261,10435
"J419e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,15888554,2172603368,870529950,8084
"J419f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,25567348,3422962693,1402382690,10264
"J419g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,29190129,3907317497,1576901181,11978
"J419h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27861882,3713540258,1509576002,11236
"J419i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,25203564,3409793823,1403567682,11539
"J420",4,"Jasmine","moluccana","moluccana","buxeales","mol","Adnataria","Eucalyptus moluccana",NA,"Warrumbungle",NA,NA,"2016-06-23",NA,-31.35926,148.93951,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",41309088,5393434038,2154798515,15620
"J421",4,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,"107","2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",77060367,10161091340,4117004982,29559
"J421a",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,NA,"2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,53276159,6559899367,2663484695,22456
"J421b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,NA,"2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,35744272,4793235420,1973063707,16105
"J421c",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,NA,"2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,65496994,8690312748,3529774084,44119
"J421d",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,NA,"2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,56804114,7511305312,3016364108,39248
"J421e",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,NA,"2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,52722837,6969008766,2845687990,36603
"J421f",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,NA,"2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,57068079,7479553244,3054062050,40204
"J421g",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,NA,"2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,59236796,7870679537,3194885395,40450
"J421h",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,NA,"2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,48674031,6396712959,2604238499,26889
"J421i",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Narromine",NA,NA,"2016-06-23",NA,-32.36597,148.23103,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,43284582,5746532574,2341290170,29842
"J422",5,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Dubbo",NA,"108","2016-06-24",NA,-32.22311,148.66797,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",93160172,12117257301,4962428573,44414
"J422a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Dubbo",NA,NA,"2016-06-24",NA,-32.22311,148.66797,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,30185032,4074777333,1669189606,14200
"J422b",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Dubbo",NA,NA,"2016-06-24",NA,-32.22311,148.66797,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,63596281,8354110834,3378341793,44552
