"library","run","run.lib","sample","seq.notes","Sequenced","Project1","Project2","Oxley"
"J395H","plate1-6.1","plate1-6.1~J395H","J395h",,,,,"Y"
"J397","plate1-6.1","plate1-6.1~J397","J397",,,,,"Y"
"J398","plate1-6.1","plate1-6.1~J398","J398",,,,,"Y"
"J399","plate1-6.1","plate1-6.1~J399","J399",,,,,"Y"
"J400","plate1-6.1","plate1-6.1~J400","J400",,,,,"Y"
"J401","plate1-6.1","plate1-6.1~J401","J401",,"Y",,,
"J401a","plate1-6.1","plate1-6.1~J401a","J401a",,"Y",,,
"J401b","plate1-6.1","plate1-6.1~J401b","J401b",,"Y",,,
"J401c","plate1-6.1","plate1-6.1~J401c","J401c",,"Y",,,
"J401d","plate1-6.1","plate1-6.1~J401d","J401d",,"Y",,,
"J401e","plate1-6.1","plate1-6.1~J401e","J401e",,"Y",,,
"J401f","plate1-6.1","plate1-6.1~J401f","J401f",,"Y",,,
"J401g","plate1-6.1","plate1-6.1~J401g","J401g",,"Y",,,
"J401h","plate1-6.1","plate1-6.1~J401h","J401h",,"Y",,,
"J402","plate1-6.1","plate1-6.1~J402","J402",,,,,"Y"
"J403","plate1-6.1","plate1-6.1~J403","J403",,,,,"Y"
"J404","plate1-6.1","plate1-6.1~J404","J404",,,,,"Y"
"J405","plate1-6.1","plate1-6.1~J405","J405",,"Y",,,
"J405a","plate1-6.1","plate1-6.1~J405a","J405a",,"Y",,,
"J405b","plate1-6.1","plate1-6.1~J405b","J405b",,"Y",,,
"J405c","plate1-6.1","plate1-6.1~J405c","J405c",,"Y",,,
"J405d","plate1-6.1","plate1-6.1~J405d","J405d",,"Y",,,
"J405e","plate1-6.1","plate1-6.1~J405e","J405e",,"Y",,,
"J405f","plate1-6.1","plate1-6.1~J405f","J405f",,"Y",,,
"J405g","plate1-6.1","plate1-6.1~J405g","J405g",,"Y",,,
"J405h","plate1-6.1","plate1-6.1~J405h","J405h",,"Y",,,
"J405i","plate1-6.1","plate1-6.1~J405i","J405i",,"Y",,,
"J406","plate1-6.1","plate1-6.1~J406","J406",,"Y",,,
"J406a","plate1-6.1","plate1-6.1~J406a","J406a",,"Y",,,
"J406b","plate1-6.1","plate1-6.1~J406b","J406b",,"Y",,,
"J406c","plate1-6.1","plate1-6.1~J406c","J406c",,"Y",,,
"J406d","plate1-6.1","plate1-6.1~J406d","J406d",,"Y",,,
"J406e","plate1-6.1","plate1-6.1~J406e","J406e",,"Y",,,
"J406f","plate1-6.1","plate1-6.1~J406f","J406f",,"Y",,,
"J406g","plate1-6.1","plate1-6.1~J406g","J406g",,"Y",,,
"J406h","plate1-6.1","plate1-6.1~J406h","J406h",,"Y",,,
"J406i","plate1-6.1","plate1-6.1~J406i","J406i",,"Y",,,
"J407","plate1-6.1","plate1-6.1~J407","J407",,,,,"Y"
"J408","plate1-6.1","plate1-6.1~J408","J408",,,,,"Y"
"J411","plate1-6.1","plate1-6.1~J411","J411",,,,,"Y"
"J412","plate1-6.1","plate1-6.1~J412","J412",,,,,"Y"
"J413","plate1-6.1","plate1-6.1~J413","J413",,"Y",,,
"J413a","plate1-6.1","plate1-6.1~J413a","J413a",,"Y",,,
"J413c","plate1-6.1","plate1-6.1~J413c","J413c",,"Y",,,
"J413f","plate1-6.1","plate1-6.1~J413f","J413f",,"Y",,,
"J414","plate1-6.1","plate1-6.1~J414","J414",,"Y",,,
"J414a","plate1-6.1","plate1-6.1~J414a","J414a",,"Y",,,
"J414b","plate1-6.1","plate1-6.1~J414b","J414b",,"Y",,,
"J414c","plate1-6.1","plate1-6.1~J414c","J414c",,"Y",,,
"J416","plate1-6.1","plate1-6.1~J416","J416",,"Y",,,
"J416a","plate1-6.1","plate1-6.1~J416a","J416a",,"Y",,,
"J416b","plate1-6.1","plate1-6.1~J416b","J416b",,"Y",,,
"J416c","plate1-6.1","plate1-6.1~J416c","J416c",,"Y",,,
"J416d","plate1-6.1","plate1-6.1~J416d","J416d",,"Y",,,
"J416e","plate1-6.1","plate1-6.1~J416e","J416e",,"Y",,,
"J416f","plate1-6.1","plate1-6.1~J416f","J416f",,"Y",,,
"J416g","plate1-6.1","plate1-6.1~J416g","J416g",,"Y",,,
"J416h","plate1-6.1","plate1-6.1~J416h","J416h",,"Y",,,
"J416i","plate1-6.1","plate1-6.1~J416i","J416i",,"Y",,,
"J417","plate1-6.1","plate1-6.1~J417","J417",,,,,"Y"
"J418","plate1-6.1","plate1-6.1~J418","J418",,"Y",,,
"J418a","plate1-6.1","plate1-6.1~J418a","J418a",,"Y",,,
"J418b","plate1-6.1","plate1-6.1~J418b","J418b",,"Y",,,
"J418c","plate1-6.1","plate1-6.1~J418c","J418c",,"Y",,,
"J418e","plate1-6.1","plate1-6.1~J418e","J418e",,"Y",,,
"J418g","plate1-6.1","plate1-6.1~J418g","J418g",,"Y",,,
"J418h","plate1-6.1","plate1-6.1~J418h","J418h",,"Y",,,
"J418i","plate1-6.1","plate1-6.1~J418i","J418i",,"Y",,,
"J419","plate1-6.1","plate1-6.1~J419","J419",,"Y",,,
"J419a","plate1-6.1","plate1-6.1~J419a","J419a",,"Y",,,
"J419b","plate1-6.1","plate1-6.1~J419b","J419b",,"Y",,,
"J419c","plate1-6.1","plate1-6.1~J419c","J419c",,"Y",,,
"J419d","plate1-6.1","plate1-6.1~J419d","J419d",,"Y",,,
"J419e","plate1-6.1","plate1-6.1~J419e","J419e",,"Y",,,
"J419f","plate1-6.1","plate1-6.1~J419f","J419f",,"Y",,,
"J419g","plate1-6.1","plate1-6.1~J419g","J419g",,"Y",,,
"J419h","plate1-6.1","plate1-6.1~J419h","J419h",,"Y",,,
"J419i","plate1-6.1","plate1-6.1~J419i","J419i",,"Y",,,
"J420","plate1-6.1","plate1-6.1~J420","J420",,,,,"Y"
"J421","plate1-6.1","plate1-6.1~J421","J421",,"Y",,,
"J421b","plate1-6.1","plate1-6.1~J421b","J421b",,"Y",,,
"J422","plate1-6.1","plate1-6.1~J422","J422",,"Y",,,
"J422a","plate1-6.1","plate1-6.1~J422a","J422a",,"Y",,,
"J422c","plate1-6.1","plate1-6.1~J422c","J422c",,"Y",,,
"J422e","plate1-6.1","plate1-6.1~J422e","J422e",,"Y",,,
"J422e-rep","plate1-6.1","plate1-6.1~J422e-rep","J422e",,"Y",,,
"J422f","plate1-6.1","plate1-6.1~J422f","J422f",,"Y",,,
"J422g","plate1-6.1","plate1-6.1~J422g","J422g",,"Y",,,
"J423","plate1-6.1","plate1-6.1~J423","J423",,,,,"Y"
"J424","plate1-6.1","plate1-6.1~J424","J424",,"Y",,,
"J424a","plate1-6.1","plate1-6.1~J424a","J424a",,"Y",,,
"J424b","plate1-6.1","plate1-6.1~J424b","J424b",,"Y",,,
"J424c","plate1-6.1","plate1-6.1~J424c","J424c",,"Y",,,
"J424d","plate1-6.1","plate1-6.1~J424d","J424d",,"Y",,,
"J424e","plate1-6.1","plate1-6.1~J424e","J424e",,"Y",,,
"J424f","plate1-6.1","plate1-6.1~J424f","J424f",,"Y",,,
"J424g","plate1-6.1","plate1-6.1~J424g","J424g",,"Y",,,
"J425","plate1-6.1","plate1-6.1~J425","J425",,"Y",,,
"J425a","plate1-6.1","plate1-6.1~J425a","J425a",,"Y",,,
"J425b","plate1-6.1","plate1-6.1~J425b","J425b",,"Y",,,
"J425c","plate1-6.1","plate1-6.1~J425c","J425c",,"Y",,,
"J425d","plate1-6.1","plate1-6.1~J425d","J425d",,"Y",,,
"J425e","plate1-6.1","plate1-6.1~J425e","J425e",,"Y",,,
"J425f","plate1-6.1","plate1-6.1~J425f","J425f",,"Y",,,
"J425g","plate1-6.1","plate1-6.1~J425g","J425g",,"Y",,,
"J425h","plate1-6.1","plate1-6.1~J425h","J425h",,"Y",,,
"J425i","plate1-6.1","plate1-6.1~J425i","J425i",,"Y",,,
"J426","plate1-6.1","plate1-6.1~J426","J426",,"Y",,,
"J426a","plate1-6.1","plate1-6.1~J426a","J426a",,"Y",,,
"J426b","plate1-6.1","plate1-6.1~J426b","J426b",,"Y",,,
"J426c","plate1-6.1","plate1-6.1~J426c","J426c",,"Y",,,
"J426d","plate1-6.1","plate1-6.1~J426d","J426d",,"Y",,,
"J426f","plate1-6.1","plate1-6.1~J426f","J426f",,"Y",,,
"J426g","plate1-6.1","plate1-6.1~J426g","J426g",,"Y",,,
"J426h","plate1-6.1","plate1-6.1~J426h","J426h",,"Y",,,
"J426i","plate1-6.1","plate1-6.1~J426i","J426i",,"Y",,,
"J427","plate1-6.1","plate1-6.1~J427","J427",,,,,"Y"
"J427a","plate1-6.1","plate1-6.1~J427a","J427a",,,,,"Y"
"J428","plate1-6.1","plate1-6.1~J428","J428",,"Y",,,
"J428a","plate1-6.1","plate1-6.1~J428a","J428a",,"Y",,,
"J428b","plate1-6.1","plate1-6.1~J428b","J428b",,"Y",,,
"J428c","plate1-6.1","plate1-6.1~J428c","J428c",,"Y",,,
"J428d","plate1-6.1","plate1-6.1~J428d","J428d",,"Y",,,
"J428e","plate1-6.1","plate1-6.1~J428e","J428e",,"Y",,,
"J428f","plate1-6.1","plate1-6.1~J428f","J428f",,"Y",,,
"J428g","plate1-6.1","plate1-6.1~J428g","J428g",,"Y",,,
"J428h","plate1-6.1","plate1-6.1~J428h","J428h",,"Y",,,
"J428i","plate1-6.1","plate1-6.1~J428i","J428i",,"Y",,,
"J429","plate1-6.1","plate1-6.1~J429","J429",,"Y",,,
"J429a","plate1-6.1","plate1-6.1~J429a","J429a",,"Y",,,
"J429b","plate1-6.1","plate1-6.1~J429b","J429b",,"Y",,,
"J429c","plate1-6.1","plate1-6.1~J429c","J429c",,"Y",,,
"J429d","plate1-6.1","plate1-6.1~J429d","J429d",,"Y",,,
"J429e","plate1-6.1","plate1-6.1~J429e","J429e",,"Y",,,
"J429f","plate1-6.1","plate1-6.1~J429f","J429f",,"Y",,,
"J429g","plate1-6.1","plate1-6.1~J429g","J429g",,"Y",,,
"J429h","plate1-6.1","plate1-6.1~J429h","J429h",,"Y",,,
"J429i","plate1-6.1","plate1-6.1~J429i","J429i",,"Y",,,
"J430","plate1-6.1","plate1-6.1~J430","J430",,"Y",,,
"J430a","plate1-6.1","plate1-6.1~J430a","J430a",,"Y",,,
"J430a-rep","plate1-6.1","plate1-6.1~J430a-rep","J430a",,"Y",,,
"J430b","plate1-6.1","plate1-6.1~J430b","J430b",,"Y",,,
"J430c","plate1-6.1","plate1-6.1~J430c","J430c",,"Y",,,
"J430d","plate1-6.1","plate1-6.1~J430d","J430d",,"Y",,,
"J430e","plate1-6.1","plate1-6.1~J430e","J430e",,"Y",,,
"J430f","plate1-6.1","plate1-6.1~J430f","J430f",,"Y",,,
"J430g","plate1-6.1","plate1-6.1~J430g","J430g",,"Y",,,
"J430h","plate1-6.1","plate1-6.1~J430h","J430h",,"Y",,,
"J430i","plate1-6.1","plate1-6.1~J430i","J430i",,"Y",,,
"J431","plate1-6.1","plate1-6.1~J431","J431",,,,,"Y"
"J432","plate1-6.1","plate1-6.1~J432","J432",,,,,"Y"
"J433","plate1-6.1","plate1-6.1~J433","J433",,"Y",,,
"J433a","plate1-6.1","plate1-6.1~J433a","J433a",,"Y",,,
"J433b","plate1-6.1","plate1-6.1~J433b","J433b",,"Y",,,
"J433c","plate1-6.1","plate1-6.1~J433c","J433c",,"Y",,,
"J433d","plate1-6.1","plate1-6.1~J433d","J433d",,"Y",,,
"J433e","plate1-6.1","plate1-6.1~J433e","J433e",,"Y",,,
"J433f","plate1-6.1","plate1-6.1~J433f","J433f",,"Y",,,
"J433g","plate1-6.1","plate1-6.1~J433g","J433g",,"Y",,,
"J433h","plate1-6.1","plate1-6.1~J433h","J433h",,"Y",,,
"J434","plate1-6.1","plate1-6.1~J434","J434",,"Y",,,
"J434a","plate1-6.1","plate1-6.1~J434a","J434a",,"Y",,,
"J434b","plate1-6.1","plate1-6.1~J434b","J434b",,"Y",,,
"J435","plate1-6.1","plate1-6.1~J435","J435",,"Y",,,
"J435a","plate1-6.1","plate1-6.1~J435a","J435a",,"Y",,,
"J435b","plate1-6.1","plate1-6.1~J435b","J435b",,"Y",,,
"J435c","plate1-6.1","plate1-6.1~J435c","J435c",,"Y",,,
"J435d","plate1-6.1","plate1-6.1~J435d","J435d",,"Y",,,
"J435e","plate1-6.1","plate1-6.1~J435e","J435e",,"Y",,,
"J435f","plate1-6.1","plate1-6.1~J435f","J435f",,"Y",,,
"J435g","plate1-6.1","plate1-6.1~J435g","J435g",,"Y",,,
"J435h","plate1-6.1","plate1-6.1~J435h","J435h",,"Y",,,
"J435i","plate1-6.1","plate1-6.1~J435i","J435i",,"Y",,,
"J436","plate1-6.1","plate1-6.1~J436","J436",,"Y",,,
"J436a","plate1-6.1","plate1-6.1~J436a","J436a",,"Y",,,
"J436b","plate1-6.1","plate1-6.1~J436b","J436b",,"Y",,,
"J436c","plate1-6.1","plate1-6.1~J436c","J436c",,"Y",,,
"J436c-rep","plate1-6.1","plate1-6.1~J436c-rep","J436c",,"Y",,,
"J436d","plate1-6.1","plate1-6.1~J436d","J436d",,"Y",,,
"J436e","plate1-6.1","plate1-6.1~J436e","J436e",,"Y",,,
"J436f","plate1-6.1","plate1-6.1~J436f","J436f",,"Y",,,
"J436g","plate1-6.1","plate1-6.1~J436g","J436g",,"Y",,,
"J436h","plate1-6.1","plate1-6.1~J436h","J436h",,"Y",,,
"J436i","plate1-6.1","plate1-6.1~J436i","J436i",,"Y",,,
"J437","plate1-6.1","plate1-6.1~J437","J437",,"Y",,,
"J438","plate1-6.1","plate1-6.1~J438","J438",,"Y",,,
"M1c","plate1-6.1","plate1-6.1~M1c","MelMosaic",,,,,"Y"
"M2a","plate1-6.1","plate1-6.1~M2a","MelMosaic",,,,,"Y"
"M2b","plate1-6.1","plate1-6.1~M2b","MelMosaic",,,,,"Y"
"NAL05","plate1-6.1","plate1-6.1~NAL05","NAL05",,,,,"Y"
"NBJ30","plate1-6.1","plate1-6.1~NBJ30","NBJ30",,,,,"Y"
"NCD30","plate1-6.1","plate1-6.1~NCD30","NCD30",,,,,"Y"
"NCR13","plate1-6.1","plate1-6.1~NCR13","NCR13",,,,,"Y"
"NDU10","plate1-6.1","plate1-6.1~NDU10","NDU10",,,,,"Y"
"NE10467","plate1-6.1","plate1-6.1~NE10467","NE10467",,,,,"Y"
"NE25923","plate1-6.1","plate1-6.1~NE25923","NE25923",,,,,"Y"
"NE25953","plate1-6.1","plate1-6.1~NE25953","NE25953",,,,,"Y"
"NE35955","plate1-6.1","plate1-6.1~NE35955","NE35955",,,,,"Y"
"NE35959","plate1-6.1","plate1-6.1~NE35959","NE35959",,,,,"Y"
"NE36811","plate1-6.1","plate1-6.1~NE36811","NE36811",,,,,"Y"
"NE37169","plate1-6.1","plate1-6.1~NE37169","NE37169",,,,,"Y"
"NE37647","plate1-6.1","plate1-6.1~NE37647","NE37647",,,,,"Y"
"NE4583","plate1-6.1","plate1-6.1~NE4583","NE4583",,,,,"Y"
"NE67754","plate1-6.1","plate1-6.1~NE67754","NE67754",,,,,"Y"
"NE90535","plate1-6.1","plate1-6.1~NE90535","NE90535",,,,,"Y"
"RA1006","plate1-6.1","plate1-6.1~RA1006","RA1006",,,,,"Y"
"RA1007","plate1-6.1","plate1-6.1~RA1007","RA1007",,"Y",,,
"TLC715","plate1-6.1","plate1-6.1~TLC715","TLC715",,,"sifted  Storm King",,"Y"
"TLC720","plate1-6.1","plate1-6.1~TLC720","TLC720",,,"sieved in box ",,"Y"
"TLC725","plate1-6.1","plate1-6.1~TLC725","TLC725",,,"sieved in box ",,"Y"
"TLC726","plate1-6.1","plate1-6.1~TLC726","TLC726",,,"  ",,"Y"
"TLC775","plate1-6.1","plate1-6.1~TLC775","TLC775",,,"cleaned box within box ",,"Y"
"VMA18","plate1-6.1","plate1-6.1~VMA18","VMA18",,,,,"Y"
"VWG14","plate1-6.1","plate1-6.1~VWG14","VWG14",,,,,"Y"
"FDK10","plate1-6.2","plate1-6.2~FDK10","FDK10",,,,,"Y"
"GH1","plate1-6.2","plate1-6.2~GH1","GH1",,,,,
"GH2","plate1-6.2","plate1-6.2~GH2","GH2",,,,,
"J293","plate1-6.2","plate1-6.2~J293","J293",,"Y",,,
"J294","plate1-6.2","plate1-6.2~J294","J294",,,,,"Y"
"J295","plate1-6.2","plate1-6.2~J295","J295",,"Y",,,
"J295rep","plate1-6.2","plate1-6.2~J295rep","J295",,"Y",,,
"J296","plate1-6.2","plate1-6.2~J296","J296",,,,,"Y"
"J298","plate1-6.2","plate1-6.2~J298","J298",,,,,"Y"
"J300","plate1-6.2","plate1-6.2~J300","J300",,"Y",,,
"J301","plate1-6.2","plate1-6.2~J301","J301",,,,,"Y"
"J302","plate1-6.2","plate1-6.2~J302","J302",,"Y",,,
"J303","plate1-6.2","plate1-6.2~J303","J303",,"Y",,,
"J304","plate1-6.2","plate1-6.2~J304","J304",,"Y",,,
"J307","plate1-6.2","plate1-6.2~J307","J307",,,,,
"J310","plate1-6.2","plate1-6.2~J310","J310",,,,,"Y"
"J311","plate1-6.2","plate1-6.2~J311","J311",,,,,"Y"
"J312","plate1-6.2","plate1-6.2~J312","J312",,"Y",,,
"J315","plate1-6.2","plate1-6.2~J315","J315",,,,,"Y"
"J316","plate1-6.2","plate1-6.2~J316","J316",,,,,"Y"
"J317","plate1-6.2","plate1-6.2~J317","J317",,,,,"Y"
"J318","plate1-6.2","plate1-6.2~J318","J318",,,,,"Y"
"J319","plate1-6.2","plate1-6.2~J319","J319",,,,,"Y"
"J320","plate1-6.2","plate1-6.2~J320","J320",,,,,"Y"
"J321g","plate1-6.2","plate1-6.2~J321g","J321g",,,,,"Y"
"J322","plate1-6.2","plate1-6.2~J322","J322",,,,,"Y"
"J324","plate1-6.2","plate1-6.2~J324","J324",,,,,"Y"
"J326","plate1-6.2","plate1-6.2~J326","J326",,,,,"Y"
"J327","plate1-6.2","plate1-6.2~J327","J327",,,,,"Y"
"J328","plate1-6.2","plate1-6.2~J328","J328",,,,,"Y"
"J329","plate1-6.2","plate1-6.2~J329","J329",,,,,"Y"
"J330","plate1-6.2","plate1-6.2~J330","J330",,,,,"Y"
"J331","plate1-6.2","plate1-6.2~J331","J331",,,,,"Y"
"J333","plate1-6.2","plate1-6.2~J333","J333",,,,,"Y"
"J333_plus","plate1-6.2","plate1-6.2~J333_plus","J333",,,,,"Y"
"J333a","plate1-6.2","plate1-6.2~J333a","J333a",,,,,"Y"
"J334","plate1-6.2","plate1-6.2~J334","J334",,,,,"Y"
"J335","plate1-6.2","plate1-6.2~J335","J335",,,,,"Y"
"J338","plate1-6.2","plate1-6.2~J338","J338",,,,,"Y"
"J339","plate1-6.2","plate1-6.2~J339","J339",,,,,"Y"
"J340","plate1-6.2","plate1-6.2~J340","J340",,,,,"Y"
"J341","plate1-6.2","plate1-6.2~J341","J341",,"Y",,,"Y"
"J341a","plate1-6.2","plate1-6.2~J341a","J341a",,"Y",,,
"J341b","plate1-6.2","plate1-6.2~J341b","J341b",,"Y",,,
"J341c","plate1-6.2","plate1-6.2~J341c","J341c",,"Y",,,
"J341d","plate1-6.2","plate1-6.2~J341d","J341d",,"Y",,,
"J342","plate1-6.2","plate1-6.2~J342","J342",,"Y",,,"Y"
"J342a","plate1-6.2","plate1-6.2~J342a","J342a",,"Y",,,
"J342arep","plate1-6.2","plate1-6.2~J342arep","J342a",,"Y",,,
"J342b","plate1-6.2","plate1-6.2~J342b","J342b",,"Y",,,
"J342c","plate1-6.2","plate1-6.2~J342c","J342c",,"Y",,,
"J342d","plate1-6.2","plate1-6.2~J342d","J342d",,"Y",,,
"J343","plate1-6.2","plate1-6.2~J343","J343",,,,,"Y"
"J344","plate1-6.2","plate1-6.2~J344","J344",,,,,"Y"
"J345","plate1-6.2","plate1-6.2~J345","J345",,,,,"Y"
"J345_plus","plate1-6.2","plate1-6.2~J345_plus","J345",,,,,"Y"
"J345a","plate1-6.2","plate1-6.2~J345a","J345a",,"Y",,,
"J345d","plate1-6.2","plate1-6.2~J345d","J345d",,"Y",,,
"J346","plate1-6.2","plate1-6.2~J346","J346",,,,,"Y"
"J347","plate1-6.2","plate1-6.2~J347","J347",,,,,"Y"
"J348","plate1-6.2","plate1-6.2~J348","J348",,,,,"Y"
"J349","plate1-6.2","plate1-6.2~J349","J349",,"Y",,,"Y"
"J349a","plate1-6.2","plate1-6.2~J349a","J349a",,"Y",,,
"J349b","plate1-6.2","plate1-6.2~J349b","J349b",,"Y",,,
"J349d","plate1-6.2","plate1-6.2~J349d","J349d",,"Y",,,
"J349e","plate1-6.2","plate1-6.2~J349e","J349e",,"Y",,,
"J349f","plate1-6.2","plate1-6.2~J349f","J349f",,"Y",,,
"J349g","plate1-6.2","plate1-6.2~J349g","J349g",,"Y",,,
"J349h","plate1-6.2","plate1-6.2~J349h","J349h",,"Y",,,
"J349i","plate1-6.2","plate1-6.2~J349i","J349i",,"Y",,,
"J349j","plate1-6.2","plate1-6.2~J349j","J349j",,"Y",,,
"J350","plate1-6.2","plate1-6.2~J350","J350",,"Y",,,"Y"
"J350a","plate1-6.2","plate1-6.2~J350a","J350a",,"Y",,,
"J350b","plate1-6.2","plate1-6.2~J350b","J350b",,"Y",,,
"J350c","plate1-6.2","plate1-6.2~J350c","J350c",,"Y",,,
"J350d","plate1-6.2","plate1-6.2~J350d","J350d",,"Y",,,
"J350e","plate1-6.2","plate1-6.2~J350e","J350e",,"Y",,,
"J350f","plate1-6.2","plate1-6.2~J350f","J350f",,"Y",,,
"J350g","plate1-6.2","plate1-6.2~J350g","J350g",,"Y",,,
"J350h","plate1-6.2","plate1-6.2~J350h","J350h",,"Y",,,
"J350i","plate1-6.2","plate1-6.2~J350i","J350i",,"Y",,,
"J351","plate1-6.2","plate1-6.2~J351","J351",,,,,"Y"
"J351_plus","plate1-6.2","plate1-6.2~J351_plus","J351",,,,,"Y"
"J352","plate1-6.2","plate1-6.2~J352","J352",,"Y",,,"Y"
"J352a","plate1-6.2","plate1-6.2~J352a","J352a",,,,,
"J352b","plate1-6.2","plate1-6.2~J352b","J352b",,,,,
"J352c","plate1-6.2","plate1-6.2~J352c","J352c",,,,,
"J352d","plate1-6.2","plate1-6.2~J352d","J352d",,,,,
"J352e","plate1-6.2","plate1-6.2~J352e","J352e",,,,,
"J352f","plate1-6.2","plate1-6.2~J352f","J352f",,,,,
"J352g","plate1-6.2","plate1-6.2~J352g","J352g",,,,,
"J352h","plate1-6.2","plate1-6.2~J352h","J352h",,,,,
"J352i","plate1-6.2","plate1-6.2~J352i","J352i",,,,,
"J353","plate1-6.2","plate1-6.2~J353","J353",,,,,"Y"
"J354","plate1-6.2","plate1-6.2~J354","J354",,,,,"Y"
"J355","plate1-6.2","plate1-6.2~J355","J355",,"Y",,,"Y"
"J355a","plate1-6.2","plate1-6.2~J355a","J355a",,"Y",,,
"J355b","plate1-6.2","plate1-6.2~J355b","J355b",,"Y",,,"Y"
"J355c","plate1-6.2","plate1-6.2~J355c","J355c",,"Y",,,
"J355d","plate1-6.2","plate1-6.2~J355d","J355d",,"Y",,,
"J355e","plate1-6.2","plate1-6.2~J355e","J355e",,"Y",,,
"J355f","plate1-6.2","plate1-6.2~J355f","J355f",,"Y",,,
"J355g","plate1-6.2","plate1-6.2~J355g","J355g",,"Y",,,
"J357","plate1-6.2","plate1-6.2~J357","J357",,,,,"Y"
"J358","plate1-6.2","plate1-6.2~J358","J358",,,,,"Y"
"J359","plate1-6.2","plate1-6.2~J359","J359",,"Y",,,"Y"
"J359a","plate1-6.2","plate1-6.2~J359a","J359a",,"Y",,,
"J359b","plate1-6.2","plate1-6.2~J359b","J359b",,"Y",,,
"J359c","plate1-6.2","plate1-6.2~J359c","J359c",,"Y",,,
"J359d","plate1-6.2","plate1-6.2~J359d","J359d",,"Y",,,
"J359e","plate1-6.2","plate1-6.2~J359e","J359e",,"Y",,,
"J359g","plate1-6.2","plate1-6.2~J359g","J359g",,"Y",,,
"J359h","plate1-6.2","plate1-6.2~J359h","J359h",,"Y",,,
"J359i","plate1-6.2","plate1-6.2~J359i","J359i",,"Y",,,
"J360","plate1-6.2","plate1-6.2~J360","J360",,,,,"Y"
"J361","plate1-6.2","plate1-6.2~J361","J361",,"Y",,,"Y"
"J361a","plate1-6.2","plate1-6.2~J361a","J361a",,"Y",,,
"J361b","plate1-6.2","plate1-6.2~J361b","J361b",,"Y",,,
"J361c","plate1-6.2","plate1-6.2~J361c","J361c",,"Y",,,
"J361d","plate1-6.2","plate1-6.2~J361d","J361d",,"Y",,"MEL2375684A",
"J361e","plate1-6.2","plate1-6.2~J361e","J361e",,"Y",,"MEL2375685A",
"J361f","plate1-6.2","plate1-6.2~J361f","J361f",,"Y",,"MEL2375686A",
"J361g","plate1-6.2","plate1-6.2~J361g","J361g",,"Y",,,
"J361h","plate1-6.2","plate1-6.2~J361h","J361h",,"Y",,"MEL2375659A",
"J361i","plate1-6.2","plate1-6.2~J361i","J361i",,"Y",,"MEL2375667A",
"J362","plate1-6.2","plate1-6.2~J362","J362",,"Y",,"MEL2375669A",
"J362_young","plate1-6.2","plate1-6.2~J362_young","J362",,"Y",,"MEL2375669A",
"J362a","plate1-6.2","plate1-6.2~J362a","J362a",,"Y",,,
"J362b","plate1-6.2","plate1-6.2~J362b","J362b",,"Y",,,
"J363","plate1-6.2","plate1-6.2~J363","J363",,,,,"Y"
"J363_plus","plate1-6.2","plate1-6.2~J363_plus","J363",,,,,"Y"
"J364","plate1-6.2","plate1-6.2~J364","J364",,,,,"Y"
"J365","plate1-6.2","plate1-6.2~J365","J365",,,,,"Y"
"J366","plate1-6.2","plate1-6.2~J366","J366",,,,,"Y"
"J366_plus","plate1-6.2","plate1-6.2~J366_plus","J366",,,,,"Y"
"J367","plate1-6.2","plate1-6.2~J367","J367",,"Y",,,"Y"
"J367a","plate1-6.2","plate1-6.2~J367a","J367a",,"Y",,,
"J367b","plate1-6.2","plate1-6.2~J367b","J367b",,"Y",,,
"J367c","plate1-6.2","plate1-6.2~J367c","J367c",,"Y",,,
"J367d","plate1-6.2","plate1-6.2~J367d","J367d",,"Y",,,
"J367e","plate1-6.2","plate1-6.2~J367e","J367e",,"Y",,,
"J367f","plate1-6.2","plate1-6.2~J367f","J367f",,"Y",,,
"J367g","plate1-6.2","plate1-6.2~J367g","J367g",,"Y",,,
"J367h","plate1-6.2","plate1-6.2~J367h","J367h",,"Y",,,
"J367i","plate1-6.2","plate1-6.2~J367i","J367i",,,,,"Y"
"J368","plate1-6.2","plate1-6.2~J368","J368",,,,,"Y"
"J369","plate1-6.2","plate1-6.2~J369","J369",,,,,"Y"
"J370","plate1-6.2","plate1-6.2~J370","J370",,,,,"Y"
"J371","plate1-6.2","plate1-6.2~J371","J371",,,,,"Y"
"J372","plate1-6.2","plate1-6.2~J372","J372",,,,,"Y"
"J373","plate1-6.2","plate1-6.2~J373","J373",,,,,"Y"
"J374","plate1-6.2","plate1-6.2~J374","J374",,"Y",,,"Y"
"J374a","plate1-6.2","plate1-6.2~J374a","J374a",,"Y",,,
"J374b","plate1-6.2","plate1-6.2~J374b","J374b",,"Y",,,
"J374c","plate1-6.2","plate1-6.2~J374c","J374c",,"Y",,,
"J374d","plate1-6.2","plate1-6.2~J374d","J374d",,"Y",,,
"J374e","plate1-6.2","plate1-6.2~J374e","J374e",,"Y",,,
"J374f","plate1-6.2","plate1-6.2~J374f","J374f",,"Y",,,
"J374g","plate1-6.2","plate1-6.2~J374g","J374g",,"Y",,,
"J374h","plate1-6.2","plate1-6.2~J374h","J374h",,"Y",,,
"J374i","plate1-6.2","plate1-6.2~J374i","J374i",,"Y",,,
"J375","plate1-6.2","plate1-6.2~J375","J375",,,,,"Y"
