"library","run","Include","seq.notes"
"J435","plate1-6.0","Y",
"J435","plate1-6.1","Y",
"J435","plate1-6.2","Y",
"J435a","plate1-6.0","Y",
"J435a","plate1-6.1","Y",
"J435a","plate1-6.2","Y",
"J435b","plate1-6.0","Y",
"J435b","plate1-6.1","Y",
"J435b","plate1-6.2","Y",
"J435c","plate1-6.0","Y",
"J435c","plate1-6.1","Y",
"J435c","plate1-6.2","Y",
"J435d","plate1-6.0","Y",
"J435d","plate1-6.1","Y",
"J435d","plate1-6.2","Y",
"J435e","plate1-6.0","Y",
"J435e","plate1-6.1","Y",
"J435e","plate1-6.2","Y",
"J435f","plate1-6.0","Y",
"J435f","plate1-6.1","Y",
"J435f","plate1-6.2","Y",
"J435g","plate1-6.0","Y",
"J435g","plate1-6.1","Y",
"J435g","plate1-6.2","Y",
"J435h","plate1-6.0","Y",
"J435h","plate1-6.1","Y",
"J435h","plate1-6.2","Y",
"J435i","plate1-6.0","Y",
"J435i","plate1-6.1","Y",
"J435i","plate1-6.2","Y",
"J436","plate1-6.0","Y",
"J436","plate1-6.1","Y",
"J436","plate1-6.2","Y",
"J436a","plate1-6.0","Y",
"J436a","plate1-6.1","Y",
"J436a","plate1-6.2","Y",
"J436b","plate1-6.0","Y",
"J436b","plate1-6.1","Y",
"J436b","plate1-6.2","Y",
"J436c","plate1-6.0","Y",
"J436c","plate1-6.1","Y",
"J436c","plate1-6.2","Y",
"J436c-rep","plate1-6.0","Y",
"J436c-rep","plate1-6.1","Y",
"J436crep","plate1-6.2","Y",
"J436d","plate1-6.0","Y",
"J436d","plate1-6.1","Y",
"J436d","plate1-6.2","Y",
"J436e","plate1-6.0","Y",
"J436e","plate1-6.1","Y",
"J436e","plate1-6.2","Y",
"J436f","plate1-6.0","Y",
"J436f","plate1-6.1","Y",
"J436f","plate1-6.2","Y",
"J436g","plate1-6.0","Y",
"J436g","plate1-6.1","Y",
"J436g","plate1-6.2","Y",
"J436h","plate1-6.0","Y",
"J436h","plate1-6.1","Y",
"J436h","plate1-6.2","Y",
"J436i","plate1-6.0","Y",
"J436i","plate1-6.1","Y",
"J436i","plate1-6.2","Y",
"J437","plate1-6.0","Y",
"J437","plate1-6.1","Y",
"J437","plate1-6.2","Y",
"J438","plate1-6.0","Y",
"J438","plate1-6.1","Y",
"J438","plate1-6.2","Y",
"M1c","plate1-6.0","Y",
"M1c","plate1-6.1","Y",
"M1c","plate1-6.2","Y",
"M1c","plate2","Y",
"M2a","plate1-6.0","Y",
"M2a","plate1-6.1","Y",
"M2a","plate1-6.2","Y",
"M2a","plate2","Y",
"M2b","plate1-6.0","Y",
"M2b","plate1-6.1","Y",
"M2b","plate1-6.2","Y",
"M2b","plate2","Y",
"NAL05","plate1-6.0","Y",
"NAL05","plate1-6.1","Y",
"NAL05","plate1-6.2","Y",
"NAL05-NextRAD","plate1.1","Y",
"NAL05-WGS","plate1.1","Y",
"NAL05-WGS","plate1.2","Y",
"NBJ30","plate1-6.0","Y",
"NBJ30","plate1-6.1","Y",
"NBJ30","plate1-6.2","Y",
"NBJ30-NextRAD","plate1.1","Y",
"NBJ30-WGS","plate1.1","Y",
"NBJ30-WGS","plate1.2","Y",
"NCD30","plate1-6.0","Y",
"NCD30","plate1-6.1","Y",
"NCD30","plate1-6.2","Y",
"NCD30-NextRAD","plate1.1","Y",
"NCD30-WGS","plate1.1","Y",
"NCD30-WGS","plate1.2","Y",
"NCR13","plate1-6.0","Y",
"NCR13","plate1-6.1","Y",
"NCR13","plate1-6.2","Y",
"NCR13-NextRAD","plate1.1","Y",
"NCR13-WGS","plate1.1","Y",
"NCR13-WGS","plate1.2","Y",
"NDU10","plate1-6.0","Y",
"NDU10","plate1-6.1","Y",
"NDU10","plate1-6.2","Y",
"NDU10-NextRAD","plate1.1","Y",
"NDU10-WGS","plate1.1","Y",
"NDU10-WGS","plate1.2","Y",
"NE10467","plate1-6.0","Y",
"NE10467","plate1-6.1","Y",
"NE10467","plate1-6.2","Y",
"NE10467","plate2",,"Somehow were removed from gdata"
"NE25923","plate1-6.0","Y",
"NE25923","plate1-6.1","Y",
"NE25923","plate1-6.2","Y",
"NE25923","plate2",,"Somehow were removed from gdata"
"NE25953","plate1-6.0","Y",
"NE25953","plate1-6.1","Y",
"NE25953","plate1-6.2","Y",
"NE25953","plate2",,"Samples J397 and NE35955 exchanged in sequencing metadata, deleting from analyses"
"NE35955","plate1-6.0","Y",
"NE35955","plate1-6.1","Y",
"NE35955","plate1-6.2","Y",
"NE35955","plate2",,"Samples J397 and NE35955 exchanged in sequencing metadata"
"NE35959","plate1-6.0","Y",
"NE35959","plate1-6.1","Y",
"NE35959","plate1-6.2","Y",
"NE35959","plate2","Y",
"NE36811","plate1-6.0","Y",
"NE36811","plate1-6.1","Y",
"NE36811","plate1-6.2","Y",
"NE36811","plate2","Y",
"NE37169","plate1-6.0","Y",
"NE37169","plate1-6.1","Y",
"NE37169","plate1-6.2","Y",
"NE37169","plate2","Y",
"NE37647","plate1-6.0","Y",
"NE37647","plate1-6.1","Y",
"NE37647","plate1-6.2","Y",
"NE37647","plate2","Y",
"NE4583","plate1-6.0","Y",
"NE4583","plate1-6.1","Y",
"NE4583","plate1-6.2","Y",
"NE4583","plate2","Y",
"NE67754","plate1-6.0","Y",
"NE67754","plate1-6.1","Y",
"NE67754","plate1-6.2","Y",
"NE67754","plate2","Y",
"NE90535","plate1-6.0","Y",
"NE90535","plate1-6.1","Y",
"NE90535","plate1-6.2","Y",
"NE90535","plate2","Y",
"RA1006","plate1-6.0","Y",
"RA1006","plate1-6.1","Y",
"RA1006","plate1-6.2","Y",
"RA1006-NextRAD","plate1.1","Y",
"RA1006-WGS","plate1.1","Y",
"RA1006-WGS","plate1.2","Y",
"RA1007","plate1-6.0","Y",
"RA1007","plate1-6.1","Y",
"RA1007","plate1-6.2","Y",
"SRR1386218","sra","Y",
"SRR1386219","sra","Y",
"SRR1386220","sra","Y",
"SRR1386221","sra","Y",
"SRR1386222","sra","Y",
"SRR1392391","sra","Y",
"SRR1392399","sra","Y",
"SRR1392411","sra","Y",
"SRR1392700","sra","Y",
"SRR1448467","sra","Y",
"SRR191872","sra","Y",
"SRR400875","sra","Y",
"TLC715","plate1-6.0","Y",
"TLC715","plate1-6.1","Y",
"TLC715","plate1-6.2","Y",
"TLC715-NextRAD","plate1.1","Y",
"TLC715-WGS","plate1.1","Y",
"TLC715-WGS","plate1.2","Y",
"TLC720","plate1-6.0","Y",
"TLC720","plate1-6.1","Y",
"TLC720","plate1-6.2","Y",
"TLC720-NextRAD","plate1.1","Y",
"TLC720-WGS","plate1.1","Y",
"TLC720-WGS","plate1.2","Y",
"TLC724","oxley.1","Y",
"TLC725","plate1-6.0","Y",
"TLC725","plate1-6.1","Y",
"TLC725","plate1-6.2","Y",
"TLC725-NextRAD","plate1.1","Y",
"TLC725-WGS","plate1.1","Y",
"TLC725-WGS","plate1.2","Y",
"TLC726","plate1-6.0","Y",
"TLC726","plate1-6.1","Y",
"TLC726","plate1-6.2","Y",
"TLC726-NextRAD","plate1.1","Y",
"TLC726-WGS","plate1.1","Y",
"TLC726-WGS","plate1.2","Y",
"TLC732","oxley.1","Y",
"TLC734","oxley.1","Y",
"TLC738-1","oxley.1","Y",
"TLC739","oxley.1","Y",
"TLC750","oxley.1","Y",
"TLC757","oxley.1","Y",
"TLC758","oxley.1","Y",
"TLC760","oxley.1","Y",
"TLC761","oxley.1","Y",
"TLC764","oxley.1","Y",
"TLC775","plate1-6.0","Y",
"TLC775","plate1-6.1","Y",
"TLC775","plate1-6.2","Y",
"TLC775-NextRAD","plate1.1","Y",
"TLC775-WGS","plate1.1","Y",
"TLC775-WGS","plate1.2","Y",
"TLC807","oxley.1","Y",
"TLC827","oxley.1","Y",
"TLC830","oxley.1","Y",
"TLC831","oxley.1","Y",
"TLC908","oxley.1","Y",
"TLC909","oxley.1","Y",
"TLC914","oxley.1","Y",
"TLC915","oxley.1","Y",
"TLC922-1","oxley.1","Y",
"TLC922-2","oxley.1","Y",
"TLC922-3","oxley.1","Y",
"TLC922-4","oxley.1","Y",
"TLC922-5","oxley.1","Y",
"TLC946","oxley.1","Y",
"TLC947","oxley.1","Y",
"TLC948","oxley.1","Y",
"TLC949","oxley.1","Y",
"TLC950","oxley.1","Y",
"TLC952-1","oxley.1","Y",
"TLC952-2","oxley.1","Y",
"TLC952-3","oxley.1","Y",
"TLC952-4","oxley.1","Y",
"TLC952-5","oxley.1","Y",
"TLC953C","oxley.1","Y",
"TLC953E","oxley.1","Y",
"TLC963A","oxley.1","Y",
"TLC963C","oxley.1","Y",
"VMA18","plate1-6.0","Y",
"VMA18","plate1-6.1","Y",
"VMA18","plate1-6.2","Y",
"VMA18","plate2","Y",
"VMA18-NextRAD","plate1.1","Y",
"VMA18-WGS","plate1.1","Y",
"VMA18-WGS","plate1.2","Y",
"VMG14","plate2","Y",
"VWG14","plate1-6.0","Y",
"VWG14","plate1-6.1","Y",
"VWG14","plate1-6.2","Y",
"VWG14-NextRAD","plate1.1","Y",
"VWG14-WGS","plate1.1","Y",
"VWG14-WGS","plate1.2","Y",
