filename	reads	bases	perc_gc	non_acgt
data/reads/qc/J429g.fastq.gz	6791948	989559979	40.0	6837
data/reads/qc/J429i.fastq.gz	7936206	1162134435	40.4	7067
data/reads/qc/J428h.fastq.gz	13990964	2050337097	40.6	12598
data/reads/qc/J429h.fastq.gz	9611748	1404698670	40.5	10202
data/reads/qc/J429e.fastq.gz	13884474	2038985085	40.6	14934
data/reads/qc/J428g.fastq.gz	19830484	2908116666	40.3	12500
data/reads/qc/J430a.fastq.gz	10820122	1582746727	40.8	8354
data/reads/qc/J429a.fastq.gz	20066538	2921497666	40.4	13574
data/reads/qc/J430f.fastq.gz	8130488	1184861121	40.8	6628
data/reads/qc/J430a-rep.fastq.gz	13293174	1957790545	40.8	10651
data/reads/qc/J432.fastq.gz	6508290	968608074	39.8	6468
data/reads/qc/J430.fastq.gz	14381012	2123939264	41.1	13215
data/reads/qc/J430d.fastq.gz	11999996	1765559566	40.8	11722
data/reads/qc/J431.fastq.gz	7952558	1182410085	40.8	5900
data/reads/qc/J430g.fastq.gz	12897508	1895532943	41.0	8043
data/reads/qc/J430i.fastq.gz	11102206	1630299617	41.1	9788
data/reads/qc/J430b.fastq.gz	15350048	2257863112	41.2	10200
data/reads/qc/J430c.fastq.gz	15209868	2253105166	40.6	12608
data/reads/qc/J430e.fastq.gz	15055648	2211393867	40.8	15639
data/reads/qc/J433.fastq.gz	12652718	1854154848	40.5	7892
data/reads/qc/J433a.fastq.gz	10960158	1612977421	40.6	10967
data/reads/qc/J433h.fastq.gz	9043978	1320385891	40.7	7859
data/reads/qc/J433e.fastq.gz	11163400	1640809601	40.7	11204
data/reads/qc/J433b.fastq.gz	13577308	1995641947	40.7	12574
data/reads/qc/J434.fastq.gz	10725018	1569268951	40.5	10125
data/reads/qc/J433d.fastq.gz	14442516	2113559027	41.2	12856
data/reads/qc/J434a.fastq.gz	9725866	1419258956	40.8	7331
data/reads/qc/J433g.fastq.gz	12101742	1772414936	41.0	9724
data/reads/qc/J433f.fastq.gz	12827260	1874764947	40.6	11580
data/reads/qc/J433c.fastq.gz	17623646	2578970341	40.8	12045
data/reads/qc/J435b.fastq.gz	9892324	1444228976	41.1	6966
data/reads/qc/J430h.fastq.gz	24049716	3513991763	41.1	15751
data/reads/qc/J435.fastq.gz	11490240	1680784723	40.4	11095
data/reads/qc/J435c.fastq.gz	9992636	1466839907	41.3	9894
data/reads/qc/J435f.fastq.gz	7411146	1081567408	40.2	5667
data/reads/qc/J435a.fastq.gz	12955618	1907868850	40.7	13281
data/reads/qc/J434b.fastq.gz	14914964	2203292007	41.2	12202
data/reads/qc/J436b.fastq.gz	7251278	1059266345	40.3	7261
data/reads/qc/J435g.fastq.gz	8564544	1252069096	40.4	8217
data/reads/qc/J435d.fastq.gz	12912706	1900157526	40.9	10591
data/reads/qc/M1c.fastq.gz	1787002	264961201	38.9	1626
data/reads/qc/J436c-rep.fastq.gz	7974232	1170100698	39.9	7405
data/reads/qc/J435e.fastq.gz	13287290	1949692198	40.5	13579
data/reads/qc/J435i.fastq.gz	10958274	1597216363	41.0	11224
data/reads/qc/M2b.fastq.gz	737684	108234843	38.0	695
data/reads/qc/M2a.fastq.gz	1585202	234105871	38.1	1594
data/reads/qc/J436c.fastq.gz	10011662	1463595192	40.1	7983
data/reads/qc/J436e.fastq.gz	9321894	1352489205	40.3	8098
data/reads/qc/NE10467.fastq.gz	149094	21217999	41.0	164
data/reads/qc/J435h.fastq.gz	12830508	1879016645	40.9	13120
data/reads/qc/NE25923.fastq.gz	202508	28988221	41.0	227
data/reads/qc/NE25953.fastq.gz	162824	23141364	40.8	216
data/reads/qc/NE35955.fastq.gz	102132	14356040	40.5	236
data/reads/qc/NE35959.fastq.gz	151766	21473189	40.4	201
data/reads/qc/NE36811.fastq.gz	195842	27960300	41.2	373
data/reads/qc/NE37647.fastq.gz	116664	16433937	40.6	208
data/reads/qc/NE37169.fastq.gz	149012	20985739	40.7	308
data/reads/qc/NE67754.fastq.gz	117402	16582341	40.5	239
data/reads/qc/NE4583.fastq.gz	163490	22915554	40.8	204
data/reads/qc/NAL05.fastq.gz	3795872	546104417	39.4	3900
data/reads/qc/J436.fastq.gz	14657968	2145928049	41.1	11187
data/reads/qc/NE90535.fastq.gz	536648	76963569	39.4	481
data/reads/qc/J436g.fastq.gz	9364450	1363600299	40.5	8873
data/reads/qc/NCD30.fastq.gz	3781048	546860448	39.2	4070
data/reads/qc/J436a.fastq.gz	15055270	2222211677	40.9	14772
data/reads/qc/NBJ30.fastq.gz	4378682	652318764	39.8	1913
data/reads/qc/J436d.fastq.gz	10815788	1584211493	40.2	9279
data/reads/qc/J436f.fastq.gz	11723024	1713974736	40.6	10159
data/reads/qc/blank_31.fastq.gz	341206	49542554	40.7	280
data/reads/qc/blank_32.fastq.gz	174586	25382863	40.9	261
data/reads/qc/J438.fastq.gz	8548814	1246302044	40.1	6704
data/reads/qc/blank_41.fastq.gz	457860	66705633	40.8	345
data/reads/qc/NDU10.fastq.gz	3792820	549387857	39.0	4249
data/reads/qc/blank_51.fastq.gz	104660	14921364	40.1	259
data/reads/qc/J436i.fastq.gz	10145552	1484256476	40.5	9815
data/reads/qc/blank_61.fastq.gz	95320	13624969	40.6	279
data/reads/qc/blank_42.fastq.gz	295516	42881665	41.0	531
data/reads/qc/blank_52.fastq.gz	180964	26054398	40.7	454
data/reads/qc/blank_62.fastq.gz	114652	16520457	41.1	174
data/reads/qc/NCR13.fastq.gz	5712532	833738000	39.8	3263
data/reads/qc/J436h.fastq.gz	11138040	1638927239	40.6	12211
data/reads/qc/VWG14.fastq.gz	3177574	454844186	39.5	3427
data/reads/qc/J437.fastq.gz	13409424	1968050759	41.0	11539
data/reads/qc/VMA18.fastq.gz	7321866	1068533500	39.3	7715
data/reads/qc/RA1007.fastq.gz	11262292	1658174794	40.6	9765
data/reads/qc/TLC726.fastq.gz	11698178	1727918793	40.2	10955
data/reads/qc/TLC715.fastq.gz	12200774	1802493307	39.8	10071
data/reads/qc/TLC775.fastq.gz	12281168	1817405394	39.6	11474
data/reads/qc/TLC720.fastq.gz	14992250	2226027622	40.1	8674
data/reads/qc/TLC725.fastq.gz	18767322	2779284557	39.8	12224
data/reads/qc/RA1006.fastq.gz	28974506	4265052156	40.0	26946
